iter	Passed	Remaining
458	817	963
459	819	962
460	821	960
461	823	959
462	825	957
463	827	956
464	829	954
465	830	952
466	832	950
467	834	948
468	835	946
469	837	944
470	840	943
471	842	942
472	843	940
473	845	938
474	847	937
475	849	935
476	852	934
477	854	933
478	856	931
479	858	930
480	860	928
481	862	927
482	864	925
483	866	923
484	869	923
485	871	921
486	872	919
487	874	917
488	876	915
489	878	914
490	880	912
491	882	910
492	884	909
493	886	908
494	889	907
495	890	905
496	892	903
497	894	901
498	896	899
499	898	898
500	899	896
501	901	894
502	903	893
503	905	891
504	907	889
505	909	887
506	910	885
507	912	884
508	914	882
509	916	880
510	917	878
511	919	876
512	921	874
513	922	872
514	924	871
515	926	869
516	928	867
517	930	865
518	932	864
519	934	862
520	935	860
521	937	858
522	939	857
523	941	855
524	944	854
525	946	852
526	947	850
527	949	848
528	951	846
529	952	844
530	954	842
531	955	840
532	957	838
533	959	837
534	961	835
535	963	833
536	964	831
537	966	829
538	967	827
539	969	825
540	970	823
541	972	821
542	974	820
543	976	818
544	977	816
545	979	814
546	981	812
547	982	810
548	984	808
549	985	806
550	987	804
551	990	803
552	991	801
553	993	800
554	995	797
555	996	795
556	998	793
557	999	791
558	1001	789
559	1002	788
560	1005	786
561	1007	784
562	1008	782
563	1010	780
564	1011	778
565	1013	776
566	1014	774
567	1017	773
568	1019	772
569	1021	770
570	1022	768
571	1024	766
572	1025	764
573	1027	762
574	1029	760
575	1031	759
576	1033	757
577	1035	755
578	1037	754
579	1039	752
580	1041	750
581	1043	749
582	1045	747
583	1047	745
584	1049	744
585	1050	742
586	1052	740
587	1054	738
588	1056	736
589	1057	735
590	1059	733
591	1061	731
592	1063	730
593	1065	728
594	1067	726
595	1069	724
596	1070	722
597	1072	721
598	1074	719
599	1076	717
600	1079	716
601	1081	715
602	1083	713
603	1085	711
604	1087	709
605	1089	708
606	1091	706
607	1094	705
608	1096	704
609	1098	702
610	1100	700
611	1101	698
612	1103	696
613	1104	694
614	1106	692
615	1109	691
616	1111	689
617	1112	687
618	1114	686
619	1116	684
620	1118	682
621	1120	680
622	1122	678
623	1124	677
624	1126	675
625	1127	673
626	1129	671
627	1130	669
628	1132	667
629	1133	665
630	1134	663
631	1136	661
632	1138	659
633	1140	658
634	1143	657
635	1144	655
636	1145	653
637	1147	650
638	1148	648
639	1149	646
640	1151	644
641	1154	643
642	1155	641
643	1157	639
644	1159	638
645	1160	636
646	1162	634
647	1163	632
648	1165	630
649	1166	628
650	1169	626
651	1171	625
652	1173	623
653	1174	621
654	1175	619
655	1177	617
656	1178	615
657	1180	613
658	1181	611
659	1183	609
660	1185	608
661	1188	606
662	1189	604
663	1191	603
664	1193	601
665	1194	599
666	1196	597
667	1198	595
668	1200	594
669	1202	592
670	1204	590
671	1206	588
672	1207	586
673	1209	584
674	1210	582
675	1213	581
676	1215	579
677	1217	578
678	1219	576
679	1220	574
680	1222	572
681	1224	570
682	1226	569
683	1228	567
684	1230	566
685	1232	564
686	1234	562
687	1236	560
688	1237	558
689	1239	556
690	1241	555
691	1243	553
692	1245	551
693	1247	550
694	1249	548
695	1250	546
696	1252	544
697	1253	542
698	1255	540
699	1257	539
700	1260	537
701	1262	535
702	1263	533
703	1265	532
704	1266	530
705	1268	528
706	1270	526
707	1272	524
708	1274	523
709	1276	521
710	1278	519
711	1280	517
712	1282	516
713	1283	514
714	1285	512
715	1287	510
716	1289	509
717	1291	507
718	1293	505
719	1294	503
720	1296	501
721	1298	499
722	1299	497
723	1301	495
724	1303	494
725	1305	492
726	1307	490
727	1309	489
728	1311	487
729	1312	485
730	1314	483
731	1316	481
732	1319	480
733	1321	478
734	1323	477
735	1325	475
736	1327	473
737	1329	471
738	1330	470
739	1334	468
740	1336	467
741	1339	465
742	1341	464
743	1343	462
744	1345	460
745	1347	458
746	1350	457
747	1353	456
748	1355	454
749	1357	452
750	1359	450
751	1361	449
752	1364	447
753	1366	445
754	1368	444
755	1370	442
756	1372	440
757	1374	438
758	1375	436
759	1377	435
760	1380	433
761	1381	431
762	1383	429
763	1385	427
764	1387	426
765	1388	424
766	1390	422
767	1392	420
768	1394	418
769	1396	417
770	1398	415
771	1400	413
772	1402	411
773	1404	410
774	1406	408
775	1409	406
776	1411	405
777	1413	403
778	1415	401
779	1417	399
780	1419	397
781	1420	396
782	1422	394
783	1425	392
784	1428	391
785	1430	389
786	1432	387
787	1434	385
788	1436	384
789	1438	382
790	1440	380
791	1442	378
792	1444	377
793	1446	375
794	1447	373
795	1449	371
796	1451	369
797	1453	367
798	1455	366
799	1457	364
800	1459	362
801	1461	360
802	1463	358
803	1464	356
804	1465	355
805	1467	353
806	1470	351
807	1472	349
808	1474	348
809	1476	346
810	1478	344
811	1480	342
812	1481	340
813	1484	339
814	1486	337
815	1488	335
816	1490	333
817	1493	332
818	1494	330
819	1496	328
820	1498	326
821	1500	324
822	1502	323
823	1504	321
824	1506	319
825	1507	317
826	1510	315
827	1511	314
828	1514	312
829	1516	310
830	1518	308
831	1520	307
832	1522	305
833	1523	303
834	1525	301
835	1527	299
836	1529	297
837	1531	296
838	1533	294
839	1535	292
840	1537	290
841	1538	288
842	1540	286
843	1542	285
844	1544	283
845	1546	281
846	1548	279
847	1550	277
848	1552	276
849	1554	274
850	1555	272
851	1558	270
852	1560	268
853	1562	267
854	1563	265
855	1565	263
856	1567	261
857	1569	259
858	1570	257
859	1572	255
860	1574	254
861	1576	252
862	1578	250
863	1580	248
864	1581	246
865	1583	245
866	1585	243
867	1587	241
868	1589	239
869	1591	237
870	1593	235
871	1594	234
872	1596	232
873	1598	230
874	1599	228
875	1601	226
876	1603	224
877	1606	223
878	1607	221
879	1609	219
880	1611	217
881	1613	215
882	1614	213
883	1616	212
884	1619	210
885	1621	208
886	1623	206
887	1625	205
888	1627	203
889	1630	201
890	1632	199
891	1634	197
892	1636	196
893	1638	194
894	1639	192
895	1641	190
896	1643	188
897	1644	186
898	1646	185
899	1648	183
900	1651	181
901	1653	179
902	1655	177
903	1656	175
904	1658	174
905	1660	172
906	1661	170
907	1663	168
908	1665	166
909	1666	164
910	1668	163
911	1670	161
912	1672	159
913	1673	157
914	1675	155
915	1677	153
916	1679	152
917	1681	150
918	1683	148
919	1685	146
920	1687	144
921	1688	142
922	1689	140
923	1691	139
924	1694	137
925	1696	135
926	1698	133
927	1700	131
928	1701	130
929	1703	128
930	1704	126
931	1706	124
932	1709	122
933	1712	120
934	1714	119
935	1716	117
936	1717	115
937	1719	113
938	1720	111
939	1723	109
940	1725	108
941	1727	106
942	1729	104
943	1730	102
944	1732	100
945	1733	98
946	1735	97
947	1736	95
948	1740	93
949	1742	91
950	1744	89
951	1745	88
952	1747	86
953	1749	84
954	1750	82
955	1752	80
956	1755	78
957	1757	77
958	1759	75
959	1760	73
960	1762	71
961	1763	69
962	1765	67
963	1767	66
964	1769	64
965	1770	62
966	1772	60
967	1774	58
968	1776	56
969	1777	54
970	1779	53
971	1780	51
972	1783	49
973	1785	47
974	1786	45
975	1789	43
976	1790	42
977	1792	40
978	1794	38
979	1796	36
980	1798	34
981	1800	33
982	1802	31
983	1804	29
984	1806	27
985	1807	25
986	1809	23
987	1811	22
988	1813	20
989	1816	18
990	1817	16
991	1819	14
992	1821	12
993	1823	11
994	1824	9
995	1827	7
996	1829	5
997	1831	3
998	1833	1
999	1835	0
